Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),strength
7.533186272918665,3.62157822172087,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,6.463304070095651,3.503669620581626
5.748897078944831,5.748897078944831,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,4.481404746557165,3.485106784237749
6.723950813597927,4.235823584254893,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,3.036588971875663,3.629439665399035
7.24315644344174,0.0,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,4.481404746557165,3.754158350091737
5.187544152137879,5.938255674826477,0.0,5.768998281229633,0.0,10.154274369169674,9.30979043732325,4.481404746557165,3.4016139972585533
6.993190657180869,3.3619754067989636,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,7.146569498815023,3.8290479310177963
7.24315644344174,4.562902635386966,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,4.481404746557165,3.4358377638323963
7.802453753539424,0.0,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,5.646216173286171,3.4930474226829062
7.533186272918665,3.62157822172087,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,5.646216173286171,3.4716070258228684
5.187544152137879,5.938255674826477,0.0,5.768998281229633,0.0,10.154274369169674,9.30979043732325,3.036588971875663,3.045240269255416
5.187544152137879,5.938255674826477,0.0,5.768998281229633,0.0,10.154274369169674,9.30979043732325,1.4422495703074083,2.0049875518243407
5.187544152137879,5.938255674826477,0.0,5.768998281229633,0.0,10.154274369169674,9.30979043732325,5.646216173286171,3.5359558869212653
7.24315644344174,0.0,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,7.146569498815023,3.7449116172042065
7.24315644344174,0.0,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,6.463304070095651,3.763359755402319
7.24315644344174,4.562902635386966,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,6.463304070095651,3.4524172655335286
6.993190657180869,3.3619754067989636,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,5.646216173286171,3.735380113486258
7.533186272918665,3.62157822172087,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,3.036588971875663,3.3450807728861847
7.802453753539424,0.0,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,1.9129311827723894,3.379577693115211
6.723950813597927,4.235823584254893,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,7.146569498815023,3.8089355738566493
6.431227591379625,4.848807585839879,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,7.146569498815023,3.754158350091737
5.8343580966094875,5.096781257474105,0.0,5.768998281229633,0.0,9.927475288177279,9.380781618893067,5.646216173286171,3.4682849118073573
7.802453753539424,0.0,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,6.463304070095651,3.4796093277033586
5.748897078944831,5.748897078944831,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,7.146569498815023,3.7725163845750886
6.192811648150855,6.192811648150855,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,6.463304070095651,3.3740234943532648
6.192811648150855,6.192811648150855,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,3.036588971875663,3.109992038937035
6.927829911179231,5.223219634111594,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,4.481404746557165,3.3536975583714623
7.802453753539424,0.0,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,4.481404746557165,3.4823602256217665
6.192811648150855,6.192811648150855,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,5.646216173286171,3.3095529740131147
6.993190657180869,3.3619754067989636,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,4.481404746557165,3.6952947249687687
7.533186272918665,3.62157822172087,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,7.146569498815023,3.522306511723273
6.192811648150855,6.192811648150855,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,7.146569498815023,3.3912114430141664
7.24315644344174,0.0,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,5.646216173286171,3.7586467138333965
7.533186272918665,3.62157822172087,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,4.481404746557165,3.4632897754011625
7.533186272918665,3.62157822172087,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,1.9129311827723894,3.2735566547441146
7.040580616713471,0.0,0.0,5.768998281229633,0.0,10.154274369169674,9.30979043732325,1.4422495703074083,2.468949270888196
7.24315644344174,4.562902635386966,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,5.646216173286171,3.441475840508938
6.192811648150855,6.192811648150855,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,1.9129311827723894,2.9723383203389444
7.24315644344174,4.562902635386966,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,1.9129311827723894,3.2016918137276766
6.927829911179231,5.223219634111594,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,5.646216173286171,3.4136704514581813
5.748897078944831,5.748897078944831,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,5.646216173286171,3.607033574162897
6.192811648150855,6.192811648150855,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,4.481404746557165,3.2114175472624815
6.723950813597927,4.235823584254893,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,4.481404746557165,3.6640293247845266
5.187544152137879,5.938255674826477,0.0,5.768998281229633,0.0,10.154274369169674,9.30979043732325,1.9129311827723894,2.443534249435991
5.8343580966094875,5.096781257474105,0.0,5.768998281229633,0.0,9.927475288177279,9.380781618893067,1.9129311827723894,2.4463224013861744
7.802453753539424,0.0,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,7.146569498815023,3.4740944451304117
5.8343580966094875,5.096781257474105,0.0,5.768998281229633,0.0,9.927475288177279,9.380781618893067,1.4422495703074083,2.0900512033119902
6.723950813597927,4.235823584254893,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,5.646216173286171,3.7072174678495458
6.927829911179231,5.223219634111594,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,3.036588971875663,3.2081821858668067
6.723950813597927,4.235823584254893,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,6.463304070095651,3.78860854465163
6.431227591379625,4.848807585839879,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,6.463304070095651,3.726039828019588
6.767899452107008,0.0,0.0,5.768998281229633,0.0,9.90238353655558,9.474910714065938,1.4422495703074083,2.1450580561440504
5.748897078944831,5.748897078944831,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,6.463304070095651,3.7001704328602236
6.431227591379625,4.848807585839879,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,5.646216173286171,3.6518224463775275
6.993190657180869,3.3619754067989636,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,6.463304070095651,3.804334850000106
5.187544152137879,5.938255674826477,0.0,5.768998281229633,0.0,10.154274369169674,9.30979043732325,7.113786608980125,3.548971466895785
6.927829911179231,5.223219634111594,0.0,6.109114744289606,0.0,9.767992199474914,8.40611799196616,1.9129311827723894,3.116869531566569
5.748897078944831,5.748897078944831,0.0,6.109114744289606,0.0,9.767992199474914,8.750340122833274,3.036588971875663,3.4442879645257647
7.856828007847998,0.0,0.0,5.265637428171437,0.0,10.384988203702209,9.283177667225557,3.036588971875663,4.15997503683245
7.204832147214521,5.740817100511777,0.0,5.5407442513435,2.1615923329450832,9.747336550586837,9.112577704733349,1.4422495703074083,3.2522666633583377
6.791829864638729,6.400455696719101,0.0,5.5987667352258725,2.0487996145182663,10.15395107729868,8.489259791283885,1.4422495703074083,3.0652377295742124
7.518472981024874,4.737084024898117,0.0,5.354301138367603,2.545821684829745,9.480476988824165,9.608542743044534,1.4422495703074083,3.2204420518837455
7.518472981024874,4.737084024898117,0.0,5.329771927908298,2.6495430563738207,9.781946493017497,9.297467225649427,1.4422495703074083,3.311073908498353
7.211247851537041,4.543608947700285,0.0,5.021242952908218,2.86025850598323,9.480476988824165,9.975272237509866,1.4422495703074083,3.0723168256858475
7.802453753539424,4.915927623603875,0.0,5.6576943748845325,2.0723510980592614,9.480476988824165,9.211061050229,1.4422495703074083,3.35606682624419
7.769462011672504,4.8937585393923735,0.0,5.165151596463505,3.1814025431103645,9.480476988824165,9.437259690093123,1.4422495703074083,3.4256423396101563
7.518472981024874,4.737084024898117,0.0,5.354301138367603,2.545821684829745,9.480476988824165,9.608542743044534,1.4422495703074083,3.2204420518837455
7.297390698145839,4.5962792849427405,0.0,5.404979403364437,2.295770424665555,9.480476988824165,9.745932995860555,1.4422495703074083,3.0401996637096684
8.099283582422864,0.0,0.0,5.21465295110764,3.0438017993818436,9.480476988824165,9.63231298950193,1.4422495703074083,3.45660709642347
7.518472981024874,4.737084024898117,0.0,5.354301138367603,2.545821684829745,9.480476988824165,9.608542743044534,1.4422495703074083,3.2204420518837455
6.831343197302609,5.967415959636685,0.0,5.379759620368781,2.4272360429169444,9.480476988824165,9.584291439600609,1.4422495703074083,2.9317944177564756
7.379098554956378,4.558094515244876,0.0,5.28241472041515,2.250617114677132,9.819425581304145,9.480476988824165,1.4422495703074083,3.451018392906511
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,1.4422495703074083,3.2803856377829503
6.866164959521338,6.563867439912023,0.0,5.685672439421173,2.1757671139171206,9.805231137483513,8.706147942312258,1.4422495703074083,3.047395429401007
7.239978226077389,5.327424010455604,0.0,5.358947963124169,2.514581453799839,10.428999437347711,8.45769055811492,1.4422495703074083,3.058125783534594
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,1.4422495703074083,3.2803856377829503
6.5908351521269735,5.856794404357387,0.0,5.249962206833004,2.2373778841627936,10.015309882122535,9.297467225649427,1.4422495703074083,2.900435923371513
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,1.4422495703074083,3.2803856377829503
7.60013850163107,5.614672408001492,0.0,5.708267473384861,2.23069910447562,9.6005931346488,8.912317246779963,1.4422495703074083,3.3998846558332727
7.305519063967098,5.738793548317167,0.0,5.264434953265921,2.8020393306553877,9.81216038690995,9.108963514360308,1.4422495703074083,3.4369668594653757
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,1.4422495703074083,3.2803856377829503
6.965132735649353,5.738793548317167,0.0,5.592379089365688,2.1179117921274466,9.81216038690995,9.108963514360308,1.4422495703074083,2.888499838031276
7.204832147214521,5.740817100511777,0.0,5.5407442513435,2.1615923329450832,9.747336550586837,9.112577704733349,1.9129311827723894,3.588233186312793
6.791829864638729,6.400455696719101,0.0,5.5987667352258725,2.0487996145182663,10.15395107729868,8.489259791283885,1.9129311827723894,3.4979579925353104
7.518472981024874,4.737084024898117,0.0,5.354301138367603,2.545821684829745,9.480476988824165,9.608542743044534,1.9129311827723894,3.664277598895924
7.518472981024874,4.737084024898117,0.0,5.329771927908298,2.6495430563738207,9.781946493017497,9.297467225649427,1.9129311827723894,3.6036998998291323
7.211247851537041,4.543608947700285,0.0,5.021242952908218,2.86025850598323,9.480476988824165,9.975272237509866,1.9129311827723894,3.575241641775347
7.802453753539424,4.915927623603875,0.0,5.6576943748845325,2.0723510980592614,9.480476988824165,9.211061050229,1.9129311827723894,3.816731394396457
7.769462011672504,4.8937585393923735,0.0,5.165151596463505,3.1814025431103645,9.480476988824165,9.437259690093123,1.9129311827723894,3.8006462428151124
7.518472981024874,4.737084024898117,0.0,5.354301138367603,2.545821684829745,9.480476988824165,9.608542743044534,1.9129311827723894,3.664277598895924
7.297390698145839,4.5962792849427405,0.0,5.404979403364437,2.295770424665555,9.480476988824165,9.745932995860555,1.9129311827723894,3.267948037268783
8.099283582422864,0.0,0.0,5.21465295110764,3.0438017993818436,9.480476988824165,9.63231298950193,1.9129311827723894,3.606264811655778
7.518472981024874,4.737084024898117,0.0,5.354301138367603,2.545821684829745,9.480476988824165,9.608542743044534,1.9129311827723894,3.664277598895924
6.831343197302609,5.967415959636685,0.0,5.379759620368781,2.4272360429169444,9.480476988824165,9.584291439600609,1.9129311827723894,3.2204420518837455
7.379098554956378,4.558094515244876,0.0,5.28241472041515,2.250617114677132,9.819425581304145,9.480476988824165,1.9129311827723894,3.782094898054986
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,1.9129311827723894,3.823583709636153
6.866164959521338,6.563867439912023,0.0,5.685672439421173,2.1757671139171206,9.805231137483513,8.706147942312258,1.9129311827723894,3.6791128926597443
7.239978226077389,5.327424010455604,0.0,5.358947963124169,2.514581453799839,10.428999437347711,8.45769055811492,1.9129311827723894,3.611383718188404
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,1.9129311827723894,3.823583709636153
6.5908351521269735,5.856794404357387,0.0,5.249962206833004,2.2373778841627936,10.015309882122535,9.297467225649427,1.9129311827723894,3.3619754067989636
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,1.9129311827723894,3.823583709636153
7.60013850163107,5.614672408001492,0.0,5.708267473384861,2.23069910447562,9.6005931346488,8.912317246779963,1.9129311827723894,3.828138310379931
7.305519063967098,5.738793548317167,0.0,5.264434953265921,2.8020393306553877,9.81216038690995,9.108963514360308,1.9129311827723894,3.8949748999081755
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,1.9129311827723894,2.83973944577827
6.965132735649353,5.738793548317167,0.0,5.592379089365688,2.1179117921274466,9.81216038690995,9.108963514360308,1.9129311827723894,3.274178649183317
7.204832147214521,5.740817100511777,0.0,5.5407442513435,2.1615923329450832,9.747336550586837,9.112577704733349,3.036588971875663,3.938432213980629
6.791829864638729,6.400455696719101,0.0,5.5987667352258725,2.0487996145182663,10.15395107729868,8.489259791283885,3.036588971875663,3.9105129460940518
7.518472981024874,4.737084024898117,0.0,5.354301138367603,2.545821684829745,9.480476988824165,9.608542743044534,3.036588971875663,3.9211647933828497
7.518472981024874,4.737084024898117,0.0,5.329771927908298,2.6495430563738207,9.781946493017497,9.297467225649427,3.036588971875663,3.9536312279057513
7.211247851537041,4.543608947700285,0.0,5.021242952908218,2.86025850598323,9.480476988824165,9.975272237509866,3.036588971875663,3.841737494962483
7.802453753539424,4.915927623603875,0.0,5.6576943748845325,2.0723510980592614,9.480476988824165,9.211061050229,3.036588971875663,4.087648730353615
7.769462011672504,4.8937585393923735,0.0,5.165151596463505,3.1814025431103645,9.480476988824165,9.437259690093123,3.036588971875663,4.059526423605717
7.518472981024874,4.737084024898117,0.0,5.354301138367603,2.545821684829745,9.480476988824165,9.608542743044534,3.036588971875663,3.9211647933828497
7.297390698145839,4.5962792849427405,0.0,5.404979403364437,2.295770424665555,9.480476988824165,9.745932995860555,3.036588971875663,3.701144033861044
8.099283582422864,0.0,0.0,5.21465295110764,3.0438017993818436,9.480476988824165,9.63231298950193,3.036588971875663,3.834949958749076
7.518472981024874,4.737084024898117,0.0,5.354301138367603,2.545821684829745,9.480476988824165,9.608542743044534,3.036588971875663,3.9211647933828497
6.831343197302609,5.967415959636685,0.0,5.379759620368781,2.4272360429169444,9.480476988824165,9.584291439600609,3.036588971875663,3.8144418129265585
7.379098554956378,4.558094515244876,0.0,5.28241472041515,2.250617114677132,9.819425581304145,9.480476988824165,3.036588971875663,4.091634738467075
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,3.036588971875663,4.146641692047876
6.866164959521338,6.563867439912023,0.0,5.685672439421173,2.1757671139171206,9.805231137483513,8.706147942312258,3.036588971875663,4.211532928189197
7.239978226077389,5.327424010455604,0.0,5.358947963124169,2.514581453799839,10.428999437347711,8.45769055811492,3.036588971875663,3.737290305644039
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,3.036588971875663,4.146641692047876
6.5908351521269735,5.856794404357387,0.0,5.249962206833004,2.2373778841627936,10.015309882122535,9.297467225649427,3.036588971875663,4.075643819136246
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,3.036588971875663,4.146641692047876
7.60013850163107,5.614672408001492,0.0,5.708267473384861,2.23069910447562,9.6005931346488,8.912317246779963,3.036588971875663,4.041240020622191
7.305519063967098,5.738793548317167,0.0,5.264434953265921,2.8020393306553877,9.81216038690995,9.108963514360308,3.036588971875663,4.2077709494759645
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,3.036588971875663,4.146641692047876
6.965132735649353,5.738793548317167,0.0,5.592379089365688,2.1179117921274466,9.81216038690995,9.108963514360308,3.036588971875663,3.6815738384722563
7.204832147214521,5.740817100511777,0.0,5.5407442513435,2.1615923329450832,9.747336550586837,9.112577704733349,3.8258623655447788,3.9874607327691067
6.791829864638729,6.400455696719101,0.0,5.5987667352258725,2.0487996145182663,10.15395107729868,8.489259791283885,3.8258623655447788,4.018662789648873
7.518472981024874,4.737084024898117,0.0,5.354301138367603,2.545821684829745,9.480476988824165,9.608542743044534,3.8258623655447788,4.006240259727115
7.518472981024874,4.737084024898117,0.0,5.329771927908298,2.6495430563738207,9.781946493017497,9.297467225649427,3.8258623655447788,4.018662789648873
7.211247851537041,4.543608947700285,0.0,5.021242952908218,2.86025850598323,9.480476988824165,9.975272237509866,3.8258623655447788,3.919212669864042
7.802453753539424,4.915927623603875,0.0,5.6576943748845325,2.0723510980592614,9.480476988824165,9.211061050229,3.8258623655447788,4.165937650233627
7.769462011672504,4.8937585393923735,0.0,5.165151596463505,3.1814025431103645,9.480476988824165,9.437259690093123,3.8258623655447788,4.107501633974778
7.518472981024874,4.737084024898117,0.0,5.354301138367603,2.545821684829745,9.480476988824165,9.608542743044534,3.8258623655447788,4.006240259727115
7.297390698145839,4.5962792849427405,0.0,5.404979403364437,2.295770424665555,9.480476988824165,9.745932995860555,3.8258623655447788,3.8075565239266065
8.099283582422864,0.0,0.0,5.21465295110764,3.0438017993818436,9.480476988824165,9.63231298950193,3.8258623655447788,3.888592570014769
7.518472981024874,4.737084024898117,0.0,5.354301138367603,2.545821684829745,9.480476988824165,9.608542743044534,3.8258623655447788,4.006240259727115
6.831343197302609,5.967415959636685,0.0,5.379759620368781,2.4272360429169444,9.480476988824165,9.584291439600609,3.8258623655447788,4.043280020979066
7.379098554956378,4.558094515244876,0.0,5.28241472041515,2.250617114677132,9.819425581304145,9.480476988824165,3.8258623655447788,4.1926553420596555
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,3.8258623655447788,4.259838797194463
6.866164959521338,6.563867439912023,0.0,5.685672439421173,2.1757671139171206,9.805231137483513,8.706147942312258,3.8258623655447788,4.312457116425768
7.239978226077389,5.327424010455604,0.0,5.358947963124169,2.514581453799839,10.428999437347711,8.45769055811492,3.8258623655447788,3.8006462428151124
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,3.8258623655447788,4.259838797194463
6.5908351521269735,5.856794404357387,0.0,5.249962206833004,2.2373778841627936,10.015309882122535,9.297467225649427,3.8258623655447788,4.179148350260303
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,3.8258623655447788,4.259838797194463
7.60013850163107,5.614672408001492,0.0,5.708267473384861,2.23069910447562,9.6005931346488,8.912317246779963,3.8258623655447788,4.154381591841287
7.305519063967098,5.738793548317167,0.0,5.264434953265921,2.8020393306553877,9.81216038690995,9.108963514360308,3.8258623655447788,4.298070163405688
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,3.8258623655447788,4.259838797194463
6.965132735649353,5.738793548317167,0.0,5.592379089365688,2.1179117921274466,9.81216038690995,9.108963514360308,3.8258623655447788,3.9124737585299822
7.204832147214521,5.740817100511777,0.0,5.5407442513435,2.1615923329450832,9.747336550586837,9.112577704733349,4.497941445275415,4.018662789648873
6.791829864638729,6.400455696719101,0.0,5.5987667352258725,2.0487996145182663,10.15395107729868,8.489259791283885,4.497941445275415,4.0534492791548615
7.518472981024874,4.737084024898117,0.0,5.354301138367603,2.545821684829745,9.480476988824165,9.608542743044534,4.497941445275415,4.02484535753484
7.518472981024874,4.737084024898117,0.0,5.329771927908298,2.6495430563738207,9.781946493017497,9.297467225649427,4.497941445275415,4.055477018001903
7.211247851537041,4.543608947700285,0.0,5.021242952908218,2.86025850598323,9.480476988824165,9.975272237509866,4.497941445275415,3.968502629920499
7.802453753539424,4.915927623603875,0.0,5.6576943748845325,2.0723510980592614,9.480476988824165,9.211061050229,4.497941445275415,4.201926553790052
7.769462011672504,4.8937585393923735,0.0,5.165151596463505,3.1814025431103645,9.480476988824165,9.437259690093123,4.497941445275415,4.134977378132365
7.518472981024874,4.737084024898117,0.0,5.354301138367603,2.545821684829745,9.480476988824165,9.608542743044534,4.497941445275415,4.02484535753484
7.297390698145839,4.5962792849427405,0.0,5.404979403364437,2.295770424665555,9.480476988824165,9.745932995860555,4.497941445275415,3.861957538422519
8.099283582422864,0.0,0.0,5.21465295110764,3.0438017993818436,9.480476988824165,9.63231298950193,4.497941445275415,3.8973903207493157
7.518472981024874,4.737084024898117,0.0,5.354301138367603,2.545821684829745,9.480476988824165,9.608542743044534,4.497941445275415,4.02484535753484
6.831343197302609,5.967415959636685,0.0,5.379759620368781,2.4272360429169444,9.480476988824165,9.584291439600609,4.497941445275415,4.0836549332524665
7.379098554956378,4.558094515244876,0.0,5.28241472041515,2.250617114677132,9.819425581304145,9.480476988824165,4.497941445275415,4.226514051860081
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,4.497941445275415,4.296265009827803
7.239978226077389,5.327424010455604,0.0,5.358947963124169,2.514581453799839,10.428999437347711,8.45769055811492,4.497941445275415,3.837215139404992
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,4.497941445275415,4.296265009827803
6.5908351521269735,5.856794404357387,0.0,5.249962206833004,2.2373778841627936,10.015309882122535,9.297467225649427,4.497941445275415,4.250634276730445
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,4.497941445275415,4.296265009827803
7.60013850163107,5.614672408001492,0.0,5.708267473384861,2.23069910447562,9.6005931346488,8.912317246779963,4.497941445275415,4.185056493791569
7.305519063967098,5.738793548317167,0.0,5.264434953265921,2.8020393306553877,9.81216038690995,9.108963514360308,4.497941445275415,4.355052041999928
7.130871327453116,5.738793548317167,0.0,5.483698286782641,2.263702391925902,9.81216038690995,9.108963514360308,4.497941445275415,4.296265009827803
6.965132735649353,5.738793548317167,0.0,5.592379089365688,2.1179117921274466,9.81216038690995,9.108963514360308,4.497941445275415,4.0776495496859635
6.058683430544989,0.0,4.5899591954514625,5.741828341875044,1.6509636244473134,9.889108179195423,9.54749987092692,1.4422495703074083,2.2624006651340083
6.058683430544989,0.0,4.5899591954514625,5.741828341875044,1.6509636244473134,9.889108179195423,9.54749987092692,2.4101422641752306,2.902415743729196
6.058683430544989,0.0,4.5899591954514625,5.741828341875044,1.6509636244473134,9.889108179195423,9.54749987092692,3.036588971875663,2.9197228735559153
6.058683430544989,0.0,4.5899591954514625,5.741828341875044,1.6509636244473134,9.889108179195423,9.54749987092692,3.8258623655447788,3.0881266246053074
6.058683430544989,0.0,4.5899591954514625,5.741828341875044,1.6509636244473134,9.889108179195423,9.54749987092692,4.641588833612778,3.440068053458089
6.160484023359915,0.0,4.556489552254712,5.8274952929848425,1.6631034988407658,9.820116944087623,9.480847841468451,1.4422495703074083,2.1813856465808135
6.160484023359915,0.0,4.556489552254712,5.8274952929848425,1.6631034988407658,9.820116944087623,9.480847841468451,2.4101422641752306,2.8079704869423474
6.160484023359915,0.0,4.556489552254712,5.8274952929848425,1.6631034988407658,9.820116944087623,9.480847841468451,3.036588971875663,2.8372571547879133
6.160484023359915,0.0,4.556489552254712,5.8274952929848425,1.6631034988407658,9.820116944087623,9.480847841468451,3.8258623655447788,3.02424792905797
6.160484023359915,0.0,4.556489552254712,5.8274952929848425,1.6631034988407658,9.820116944087623,9.480847841468451,4.641588833612778,3.257301139913888
5.795914681581458,0.0,4.649311957395599,5.491446760554318,1.9574338205844317,10.021287983352309,9.675945641777709,1.4422495703074083,2.3176958892008144
5.795914681581458,0.0,4.649311957395599,5.491446760554318,1.9574338205844317,10.021287983352309,9.675945641777709,2.4101422641752306,2.923627817187012
5.795914681581458,0.0,4.649311957395599,5.491446760554318,1.9574338205844317,10.021287983352309,9.675945641777709,3.036588971875663,2.9518230615911865
5.795914681581458,0.0,4.649311957395599,5.491446760554318,1.9574338205844317,10.021287983352309,9.675945641777709,3.8258623655447788,3.2383408667409026
5.795914681581458,0.0,4.649311957395599,5.491446760554318,1.9574338205844317,10.021287983352309,9.675945641777709,4.641588833612778,3.3423975518634523
5.755948475456108,0.0,5.0053276545365,5.452483227155602,1.9831924826807747,10.291424665715065,9.298623914791198,1.4422495703074083,2.4684023171106872
5.755948475456108,0.0,5.0053276545365,5.452483227155602,1.9831924826807747,10.291424665715065,9.298623914791198,2.4101422641752306,2.7615492247547664
